make,model,variant,action,field,new_value,source,source_last_updated,notes
Maruti Suzuki,Swift,VXi Petrol Automatic,UPDATE_FIELD,automatic_climate_control,false,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,VXi Petrol Automatic,UPDATE_FIELD,connected_car_features,false,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,VXi Petrol Automatic,UPDATE_FIELD,tyre_pressure_monitoring_system,,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,VXi (O) Petrol Automatic,UPDATE_FIELD,airbags,6,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,VXi (O) Petrol Automatic,UPDATE_FIELD,abs,true,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,VXi (O) Petrol Automatic,UPDATE_FIELD,esc,true,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,VXi (O) Petrol Automatic,UPDATE_FIELD,rear_parking_sensors,true,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,VXi (O) Petrol Automatic,UPDATE_FIELD,rear_ac_vents,false,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,VXi (O) Petrol Automatic,UPDATE_FIELD,camera_360,false,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,VXi (O) Petrol Automatic,UPDATE_FIELD,sunroof,false,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,VXi (O) Petrol Automatic,UPDATE_FIELD,ventilated_front_seats,false,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,VXi (O) Petrol Automatic,UPDATE_FIELD,adas_available,false,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,VXi (O) Petrol Automatic,UPDATE_FIELD,hill_assist,true,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,VXi (O) Petrol Automatic,UPDATE_FIELD,android_auto,true,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,VXi (O) Petrol Automatic,UPDATE_FIELD,apple_carplay,true,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,VXi (O) Petrol Automatic,UPDATE_FIELD,rear_camera,false,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,VXi (O) Petrol Automatic,UPDATE_FIELD,automatic_climate_control,false,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,VXi (O) Petrol Automatic,UPDATE_FIELD,connected_car_features,false,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,VXi (O) Petrol Automatic,UPDATE_FIELD,tyre_pressure_monitoring_system,,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,VXi CNG Manual,UPDATE_FIELD,airbags,6,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,VXi CNG Manual,UPDATE_FIELD,abs,true,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,VXi CNG Manual,UPDATE_FIELD,esc,true,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,VXi CNG Manual,UPDATE_FIELD,rear_parking_sensors,true,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,VXi CNG Manual,UPDATE_FIELD,rear_ac_vents,false,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,VXi CNG Manual,UPDATE_FIELD,camera_360,false,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,VXi CNG Manual,UPDATE_FIELD,sunroof,false,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,VXi CNG Manual,UPDATE_FIELD,ventilated_front_seats,false,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,VXi CNG Manual,UPDATE_FIELD,adas_available,false,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,VXi CNG Manual,UPDATE_FIELD,hill_assist,false,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,VXi CNG Manual,UPDATE_FIELD,android_auto,true,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,VXi CNG Manual,UPDATE_FIELD,apple_carplay,true,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,VXi CNG Manual,UPDATE_FIELD,rear_camera,false,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,VXi CNG Manual,UPDATE_FIELD,automatic_climate_control,false,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,VXi CNG Manual,UPDATE_FIELD,connected_car_features,false,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,VXi CNG Manual,UPDATE_FIELD,tyre_pressure_monitoring_system,,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,ZXi Petrol Manual,UPDATE_FIELD,airbags,6,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,ZXi Petrol Manual,UPDATE_FIELD,abs,true,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,ZXi Petrol Manual,UPDATE_FIELD,esc,true,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,ZXi Petrol Manual,UPDATE_FIELD,rear_parking_sensors,true,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,ZXi Petrol Manual,UPDATE_FIELD,rear_ac_vents,false,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,ZXi Petrol Manual,UPDATE_FIELD,camera_360,false,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,ZXi Petrol Manual,UPDATE_FIELD,sunroof,false,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,ZXi Petrol Manual,UPDATE_FIELD,ventilated_front_seats,false,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,ZXi Petrol Manual,UPDATE_FIELD,adas_available,false,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,ZXi Petrol Manual,UPDATE_FIELD,hill_assist,false,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,ZXi Petrol Manual,UPDATE_FIELD,android_auto,true,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,ZXi Petrol Manual,UPDATE_FIELD,apple_carplay,true,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,ZXi Petrol Manual,UPDATE_FIELD,rear_camera,false,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,ZXi Petrol Manual,UPDATE_FIELD,automatic_climate_control,true,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,ZXi Petrol Manual,UPDATE_FIELD,connected_car_features,,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,ZXi Petrol Manual,UPDATE_FIELD,tyre_pressure_monitoring_system,,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,VXi (O) CNG Manual,UPDATE_FIELD,airbags,6,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,VXi (O) CNG Manual,UPDATE_FIELD,abs,true,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,VXi (O) CNG Manual,UPDATE_FIELD,esc,true,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,VXi (O) CNG Manual,UPDATE_FIELD,rear_parking_sensors,true,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,VXi (O) CNG Manual,UPDATE_FIELD,rear_ac_vents,false,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,VXi (O) CNG Manual,UPDATE_FIELD,camera_360,false,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,VXi (O) CNG Manual,UPDATE_FIELD,sunroof,false,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,VXi (O) CNG Manual,UPDATE_FIELD,ventilated_front_seats,false,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,VXi (O) CNG Manual,UPDATE_FIELD,adas_available,false,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,VXi (O) CNG Manual,UPDATE_FIELD,hill_assist,false,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,VXi (O) CNG Manual,UPDATE_FIELD,android_auto,true,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,VXi (O) CNG Manual,UPDATE_FIELD,apple_carplay,true,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,VXi (O) CNG Manual,UPDATE_FIELD,rear_camera,false,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,VXi (O) CNG Manual,UPDATE_FIELD,automatic_climate_control,false,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,VXi (O) CNG Manual,UPDATE_FIELD,connected_car_features,false,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,VXi (O) CNG Manual,UPDATE_FIELD,tyre_pressure_monitoring_system,,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,ZXi Petrol Automatic,UPDATE_FIELD,airbags,6,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,ZXi Petrol Automatic,UPDATE_FIELD,abs,true,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,ZXi Petrol Automatic,UPDATE_FIELD,esc,true,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,ZXi Petrol Automatic,UPDATE_FIELD,rear_parking_sensors,true,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,ZXi Petrol Automatic,UPDATE_FIELD,rear_ac_vents,false,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,ZXi Petrol Automatic,UPDATE_FIELD,camera_360,false,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,ZXi Petrol Automatic,UPDATE_FIELD,sunroof,false,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,ZXi Petrol Automatic,UPDATE_FIELD,ventilated_front_seats,false,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,ZXi Petrol Automatic,UPDATE_FIELD,adas_available,false,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,ZXi Petrol Automatic,UPDATE_FIELD,hill_assist,true,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,ZXi Petrol Automatic,UPDATE_FIELD,android_auto,true,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,ZXi Petrol Automatic,UPDATE_FIELD,apple_carplay,true,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,ZXi Petrol Automatic,UPDATE_FIELD,rear_camera,false,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,ZXi Petrol Automatic,UPDATE_FIELD,automatic_climate_control,true,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,ZXi Petrol Automatic,UPDATE_FIELD,connected_car_features,,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,ZXi Petrol Automatic,UPDATE_FIELD,tyre_pressure_monitoring_system,,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,ZXi Plus Petrol Manual,UPDATE_FIELD,airbags,6,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,ZXi Plus Petrol Manual,UPDATE_FIELD,abs,true,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,ZXi Plus Petrol Manual,UPDATE_FIELD,esc,true,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,ZXi Plus Petrol Manual,UPDATE_FIELD,rear_parking_sensors,true,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,ZXi Plus Petrol Manual,UPDATE_FIELD,rear_ac_vents,false,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,ZXi Plus Petrol Manual,UPDATE_FIELD,camera_360,false,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,ZXi Plus Petrol Manual,UPDATE_FIELD,sunroof,false,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,ZXi Plus Petrol Manual,UPDATE_FIELD,ventilated_front_seats,false,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,ZXi Plus Petrol Manual,UPDATE_FIELD,adas_available,false,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,ZXi Plus Petrol Manual,UPDATE_FIELD,hill_assist,false,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,ZXi Plus Petrol Manual,UPDATE_FIELD,android_auto,true,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,ZXi Plus Petrol Manual,UPDATE_FIELD,apple_carplay,true,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,ZXi Plus Petrol Manual,UPDATE_FIELD,rear_camera,true,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,ZXi Plus Petrol Manual,UPDATE_FIELD,automatic_climate_control,true,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,ZXi Plus Petrol Manual,UPDATE_FIELD,connected_car_features,true,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,ZXi Plus Petrol Manual,UPDATE_FIELD,tyre_pressure_monitoring_system,,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,ZXi Plus Petrol Manual Dual Tone,UPDATE_FIELD,airbags,6,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,ZXi Plus Petrol Manual Dual Tone,UPDATE_FIELD,abs,true,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,ZXi Plus Petrol Manual Dual Tone,UPDATE_FIELD,esc,true,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,ZXi Plus Petrol Manual Dual Tone,UPDATE_FIELD,rear_parking_sensors,true,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,ZXi Plus Petrol Manual Dual Tone,UPDATE_FIELD,rear_ac_vents,false,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,ZXi Plus Petrol Manual Dual Tone,UPDATE_FIELD,camera_360,false,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,ZXi Plus Petrol Manual Dual Tone,UPDATE_FIELD,sunroof,false,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,ZXi Plus Petrol Manual Dual Tone,UPDATE_FIELD,ventilated_front_seats,false,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,ZXi Plus Petrol Manual Dual Tone,UPDATE_FIELD,adas_available,false,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,ZXi Plus Petrol Manual Dual Tone,UPDATE_FIELD,hill_assist,false,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,ZXi Plus Petrol Manual Dual Tone,UPDATE_FIELD,android_auto,true,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,ZXi Plus Petrol Manual Dual Tone,UPDATE_FIELD,apple_carplay,true,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,ZXi Plus Petrol Manual Dual Tone,UPDATE_FIELD,rear_camera,true,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,ZXi Plus Petrol Manual Dual Tone,UPDATE_FIELD,automatic_climate_control,true,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,ZXi Plus Petrol Manual Dual Tone,UPDATE_FIELD,connected_car_features,true,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,ZXi Plus Petrol Manual Dual Tone,UPDATE_FIELD,tyre_pressure_monitoring_system,,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,ZXi CNG Manual,UPDATE_FIELD,airbags,6,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,ZXi CNG Manual,UPDATE_FIELD,abs,true,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,ZXi CNG Manual,UPDATE_FIELD,esc,true,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,ZXi CNG Manual,UPDATE_FIELD,rear_parking_sensors,true,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,ZXi CNG Manual,UPDATE_FIELD,rear_ac_vents,false,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
